product-export-2025-09-09-184120
product_id;product_name;status;external_reference;short_description;description;slug;unit;minimum_quantity_to_order;supplier;hs_code;country_of_origin;meta_title;meta_description;brand;filter_tags;search_keywords;primary_category;categories;specifications;attributes;images;variant_image;sku;option_name_1;option_value_1;option_name_2;option_value_2;option_name_3;option_value_3;option_name_4;option_value_4;supplier_sku;weight;stock;gtin;stockplace;vat_percentage;price;compare_price;purchase_price;stock_price;always_orderable;package_size;dimension_width;dimension_height;dimension_length
50636;Dellorto Phbg Tomgångsskruv;published;;;<p>Dellorto Phbg Tomgångsskruv</p>;dellorto-phbg-tomgangsskruv;st;1.0;;;;;;;;;Moped / Scooter kategorier > Förgasare;"Moped / Scooter kategorier > Förgasare; Moped / Scooter kategorier > Förgasare; Moped / Scooter kategorier > Förgasare";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/6ZoFobRgkyyF0jZ1742386668.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/UsejnYRpA3Xi9qo1742386668.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/dT1TWHJyuv7UeI1QMf0cPiGzAUUbaV45mtumU1gg.jpg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/6ZoFobRgkyyF0jZ1742386668.jpeg;55009146;;;;;;;;;;10;8.00;55009146;LA3-K-BOX2;25;24;0;8.5;8.5;;1;;;
51054;Kopplingswire Derbi Senda;published;;;"<p>Kopplingswire Derbi Senda</p>
<p>Senda R, SM, DRD. 00-05 För Boxram</p>";kopplingswire-derbi-senda;st;1.0;;;;;;;;;Moped / Scooter kategorier > Vajrar;"Moped / Scooter kategorier > Styre/Handtag; Moped / Scooter kategorier > Vajrar; Moped / Scooter kategorier > Vajrar";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/Z3zINFHjOCaJega1742386706.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/QOaSfes0CqGoBhx1742386706.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/BDFChQEmxvgHbeI1742386706.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/V12Kkn3UwxIFoXH1742386706.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/bHQY5E8TXmdnhMBi5rcOk0mPNSGRkCXPlEifh9ri.jpg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/Z3zINFHjOCaJega1742386706.jpeg;550015596;;;;;;;;;;0;5.00;550015596;I1-C1;25;63.2;0;16.2;16.2;;1;;;
52277;Tändspole / cdi Derbi / Motorhispania alle modeller (Ducati replika);published;;;"<p>Tändspole/Cdi Derbi/Motorhispania Alle modeller (Ducati replika)</p>
<p>4 pole. also kokusan 4 pin.</p>";tandspole-cdi-derbi-motorhispania-alle-modeller-ducati-replika;st;1.0;;;;;;;;;Moped / Scooter kategorier > Tändning/Generator;"Moped / Scooter kategorier > Tändning/Generator; Moped / Scooter kategorier > Tändning/Generator; Moped / Scooter kategorier > Tändning/Generator; Moped / Scooter kategorier > Tändning/Generator";;;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/MTfm8fhRtdtLPhW1742386819.jpeg;;550021688;;;;;;;;;;180;0.00;550021688;;25;236;0;255;82.91;;1;;;
52813;Topplocks packning Honda MB80/MT80/MTX 110cc 53mm;published;;;<p>Topplocks Packning Honda MB80/MT80/MTX 110CC 53MM</p>;topplocks-packning-honda-mb80mt80mtx-110cc-53mm;st;1.0;;;;;;;;;Moped / Scooter kategorier > Packningar / packboxar;"Moped / Scooter kategorier > Packningar / packboxar; Moped / Scooter kategorier > Packningar / packboxar";;;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/Wr01nY7Wk5UsPcY1742386879.jpeg;;55002176;;;;;;;;;;10;63.00;55002176;C1-B5;25;28.8;0;5.1;5.1;;1;;;
53540;Framljus skydd / strålkastergaller Honda MT50 blå;published;;;"<p>Strålkastargaller Honda MT blått<br /><br />Styla upp din honda MT och få det riktiga ""crossstuket""</p>";framljus-skydd-stralkastergaller-honda-mt50-bla;st;1.0;;;;;;;;;Moped / Scooter kategorier > Tillbehör;"Moped / Scooter kategorier > Belysning / Blinkers; Moped / Scooter kategorier > Tillbehör; Moped / Scooter kategorier > Tillbehör";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/wr1aJxdePSE1yFE1742386972.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/VVbJjFzYnxJGOiy1742386972.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/PjJB4Vio6D3ZxKo1742386972.jpeg";;550018100;;;;;;;;;;150;0.00;550018100;;25;143.2;0;9.8;72.61;;1;;;
54622;Munstycke 4mm Bing / Keihin  60;published;;;<p>Munstycke 4mm Bing / Keihin 60</p>;munstycke-4mm-bing-keihin-60;st;1.0;;;;;;;;;Moped / Scooter kategorier > Förgasare;"Moped / Scooter kategorier > Förgasare; Moped / Scooter kategorier > Förgasare; Moped / Scooter kategorier > Förgasare";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/muz8z1fsZ8Cy4l81742387388.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/Ux02QV98A1KLBfp1742387388.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/2ygpvUvs3LXvVJP1742387388.jpeg";;5500160;;;;;;;;;;0;6.00;5500160;;25;23.2;0;3.2;3.2;;1;;;
55316;Lager 20X47X12 6204 smal model;published;;;<p>Lager 20X47X12 6204 smal model</p>;lager-20x47x12-6204-smal-model;st;1.0;;;;;;;;;Moped / Scooter kategorier > Lager;"Moped / Scooter kategorier > Lager; Moped / Scooter kategorier > Lager";;;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/ludgDJZblhmc5qU1742387783.jpeg;;55009552;;;;;;;;;;0;2.00;55009552;AE1-D9;25;143.2;0;69.2;69.2;;1;;;
56852;Insug 19mm Peugeot SPX / RCX;published;;;"<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Intake 19Mm Peugeot Spx/Rcx</span></span></p>";insug-19mm-peugeot-spx-rcx;st;1.0;;;;;;;;;Moped / Scooter kategorier > Insug;Moped / Scooter kategorier > Insug;;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/3wTZ0utxo0UKXV81742388499.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/hcaNvHIcrW8DuYn1742388499.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/uejQcBtKxwJfmhn1742388499.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/1rK8RvFB5KzaMXr1742388499.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/teLMzZ4bJdDQWqJ1742388499.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/eOsXx7HebyiNgSR1742388499.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/CBctyx5OZBfnVvi1742388499.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/akUxTWAxthvZo1c1742388499.jpeg";;550019418;;;;;;;;;;0;4.00;550019418;AA1-D11;25;119.2;0;38.2;38.2;;1;;;
57619;Svänghjul avdragare 20x1  Peugeot Fox;published;;;"<p>Svänghjul avdragare Peugeot Fox</p>
<p>Diameter 20x1mm. Diameter 20x1mm.</p>";svanghjul-avdragare-20x1-peugeot-fox;st;1.0;;;;;;;;;Moped / Scooter kategorier > Verktyg;Moped / Scooter kategorier > Verktyg;;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/O4iCqxH6bHoF0hx1742388626.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/A4FJCXGY32SENyD1742388626.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/5SNtw9nD5Nt8l7m1742388626.jpeg";;550014404;;;;;;;;;;0;0.00;550014404;;25;111.2;0;27.5;27.5;;1;;;
58869;Kolvsats Peugeot Scooter 50cc 39.92mm;published;;;"<p>Kolvsats Peugeot Scooter 50 39.92mm</p>
<p>Till Peugeot orginal alu. cylinder</p>";kolvsats-peugeot-scooter-50cc-3992mm;st;1.0;;;;;;;;;Moped / Scooter kategorier > Kolv;"Moped / Scooter kategorier > Kolv; Moped / Scooter kategorier > Kolv";;;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/p6nZwy8WrUjwsI61742388757.jpeg;;550011722;;;;;;;;;;0;0.00;550011722;AG3-J3;25;199.2;0;45;45;;1;;;
61262;Cdi GY6 / Kymco 4T;published;;;"<p>BT50QT</p>
<p>6 stift. Typ 2</p>
<p>Passar till:</p>
<p>Baotian: Flera modeller</p>
<p>CPI: Flera modeller</p>
<p>Keeway: Flera modeller</p>
<p>Kymco: Vitality/Super9</p>
<p>Wangye: Flera modeller</p>
<p>Jämför din nuvarande cdi-box stift innan du beställer! </p>";cdi-gy6-kymco-4t;st;1.0;;;;;;;;;Moped / Scooter kategorier > Tändning/Generator;"Moped / Scooter kategorier > Tändning/Generator; Moped / Scooter kategorier > Tändning/Generator; Moped / Scooter kategorier > Tändning/Generator";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/6jiH4QAaDuMP3h71742389091.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/IuuLewz5GmdN9Tr1742389091.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/eYxRFBK8DQbbvKp1742389091.jpeg";;550016642;;;;;;;;;;0;4.00;550016642;AD2-G10;25;200;0;36.1;36.1;;1;;;
62768;Kopplingslameller sats NSU / Puch Monza / Tomos Newfren;published;;;"<p>Kopplingslameller Sats Puch Monza / M50 / Tomos Newfren</p>
<p>För puch med 4 v motor</p>";kopplingslameller-sats-nsu-puch-monza-tomos-newfren;st;1.0;;;;;;;;;Moped / Scooter kategorier > Koppling;"Moped / Scooter kategorier > Koppling; Moped / Scooter kategorier > Koppling; Moped / Scooter kategorier > Koppling";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/d0Zro7SQAJemryf1742389325.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/fO6izJeJAMdMKBX1742389325.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/AZ2qOu0otULvwNC1742389325.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/8TblDKSX4KtnPi31742389325.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/YqonaZ07Z51Bg4M1742389326.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/Bpr4GCaVsSqLVIl1742389326.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/S3HpBsVuEAVOgFC1742389326.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/ytmcKHglsptma8b1742389326.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/IP8Qpp0PlHjIj9V1742389326.jpeg";;550028409;;;;;;;;;;70;62.00;550028409;Y2-E3;25;159.2;0;32;32;;1;;;
62859;Handtagsarm höger Suzuki TS50X;published;;;<p>Handtagsarm höger Suzuki TS50X</p>;handtagsarm-hoger-suzuki-ts50x;st;1.0;;;;;;;;;Moped / Scooter kategorier > Styre/Handtag;"Moped / Scooter kategorier > Styre/Handtag; Moped / Scooter kategorier > Styre/Handtag";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/q7EhdUzYQZvJeUd1742389343.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/XbtciIS3pn6aX9J1742389343.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/0VwjShVzlyqqgVM1742389343.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/C54kcvZoGGszm9v1742389344.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/byqBCrttl6BW7J41742389344.jpeg";;55002998;;;;;;;;;;80;4.00;55002998;N3-G2;25;47.2;0;11.3;11.3;;1;;;
63099;Kolvsats Puch 50 38.5mm;published;;;<p>Kolvsats Puch 50 38.5mm</p><p>12 mm kolvbult</p>;kolvsats-puch-50-385mm;st;1.0;;;;;;;;;Moped / Scooter kategorier > Kolv;"Moped / Scooter kategorier > Kolv; Moped / Scooter kategorier > Kolv; Moped / Scooter kategorier > Kolv; Rea";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/oBTbPbxB75T7ZqJ1742389407.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/XlwhWqm8qjpi2bM1742389407.jpeg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/oBTbPbxB75T7ZqJ1742389407.jpeg;55005816;;;;;;;;;;0;17.00;55005816;AG4-D7;25;60;111.2;58;58;;1;;;
